Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
13,23.0,2.0,21.0,12.0,0,11,Petaling Jaya,Reliance Energy,577,9.1,5250.7
15,22.0,1.0,14.0,1.0,0,10,Petaling Jaya,Reliance Energy,397,9.1,3612.7
21,23.0,3.0,12.0,1.0,0,7,Kuala Terengganu,KEC International,640,9.2,5888.0
13,23.0,2.0,9.0,1.0,0,4,Kuantan,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",395,8.9,3515.5
20,22.0,3.0,7.0,12.0,0,5,Ipoh,Reliance Power,626,7.6,4757.599999999999
14,23.0,1.0,13.0,12.0,0,7,Seremban,Sunil Hitech Eng,749,7.4,5542.6
8,20.0,3.0,13.0,7.0,0,8,Kota Kinabalu,Kalpataru Power,594,8.4,4989.6
7,17.0,2.0,16.0,7.0,0,8,Kuantan,Neueon Towers / Sujana Towers Ltd.,570,8.9,5073.0
23,22.0,1.0,16.0,12.0,0,9,Kuala Terengganu,Orient Green,719,9.2,6614.799999999999
12,23.0,1.0,5.0,1.0,0,11,Kuala Terengganu,Power Grid Corp,468,9.2,4305.599999999999
18,23.0,1.0,11.0,1.0,0,6,Muar,Optibelt Power Transmission India Private Limited,589,8.2,4829.799999999999
23,23.0,3.0,13.0,1.0,0,3,Ipoh,NTPC Pvt. Ltd.,689,7.6,5236.4
12,23.0,3.0,17.0,12.0,0,12,Petaling Jaya,NLC India,802,9.1,7298.2
11,22.0,2.0,20.0,1.0,0,2,Petaling Jaya,Reliance Energy,650,9.1,5915.0
17,22.0,0.0,10.0,1.0,0,4,Kota Kinabalu,L&T Transmission & Distribution,308,8.4,2587.2000000000003
21,23.0,3.0,19.0,1.0,0,11,Klang,Adani Power Ltd.,743,8.3,6166.900000000001
15,23.0,0.0,17.0,1.0,0,10,Batu Pahat,NHPC,528,8.8,4646.400000000001
8,22.0,3.0,11.0,1.0,0,10,Subang Jaya,Reliance Power,600,7.8,4680.0
14,22.0,0.0,6.0,1.0,0,9,Batu Pahat,TransRail Lighting,512,8.8,4505.6
18,22.0,2.0,7.0,1.0,0,4,Melaka,L&T Transmission & Distribution,491,8.5,4173.5
22,22.0,1.0,11.0,1.0,0,8,Batu Pahat,SJVN Ltd.,486,8.8,4276.8
8,23.0,0.0,5.0,1.0,0,12,Klang,Tata Power Company Ltd.,267,8.3,2216.1000000000004
7,20.0,1.0,11.0,1.0,0,5,Kuala Lumpur,Reliance Energy,299,8.7,2601.3
23,22.0,1.0,10.0,1.0,0,3,Kuala Lumpur,Indowind Energy,449,8.7,3906.3
11,23.0,0.0,9.0,12.0,0,11,Kuala Lumpur,NHPC,602,8.7,5237.4
12,23.0,2.0,20.0,12.0,0,1,Kuching,Power Grid Corp,713,9.3,6630.900000000001
17,23.0,1.0,20.0,1.0,0,11,Kuala Lumpur,NHPC,626,8.7,5446.2
9,17.0,3.0,5.0,7.0,0,9,Melaka,NHPC,383,8.5,3255.5
12,22.0,0.0,3.0,1.0,0,3,Klang,Jyoti Structure,246,8.3,2041.8
19,23.0,2.0,4.0,1.0,0,2,Kuantan,Neueon Towers / Sujana Towers Ltd.,564,8.9,5019.6
19,22.0,3.0,14.0,1.0,0,1,Muar,Indowind Energy,527,8.2,4321.4
15,23.0,3.0,19.0,1.0,0,8,Petaling Jaya,NTPC Pvt. Ltd.,515,9.1,4686.5
8,18.0,3.0,19.0,1.0,0,1,Seremban,JSW Energy Ltd.,424,7.4,3137.6000000000004
11,22.0,3.0,14.0,1.0,0,5,Seremban,Indowind Energy,427,7.4,3159.8
17,23.0,1.0,9.0,1.0,0,7,Batu Pahat,Indowind Energy,568,8.8,4998.400000000001
14,22.0,2.0,14.0,1.0,0,9,Kuching,Jaiprakash Power,647,9.3,6017.1
18,22.0,2.0,15.0,1.0,0,2,Subang Jaya,NTPC Pvt. Ltd.,474,7.8,3697.2
21,23.0,3.0,7.0,1.0,0,1,Subang Jaya,KEC International,485,7.8,3783.0
23,22.0,2.0,4.0,1.0,0,6,Kuching,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),426,9.3,3961.8
7,20.0,0.0,5.0,1.0,0,5,Muar,Power Grid Corp,192,8.2,1574.4
13,22.0,0.0,5.0,1.0,0,8,Subang Jaya,Sunil Hitech Eng,408,7.8,3182.4
22,23.0,0.0,21.0,1.0,0,11,Petaling Jaya,Optibelt Power Transmission India Private Limited,717,9.1,6524.7
6,23.0,0.0,10.0,7.0,0,12,Kuantan,Optibelt Power Transmission India Private Limited,576,8.9,5126.400000000001
23,23.0,1.0,13.0,1.0,0,6,Johor Bahru,Tata Power Company Ltd.,662,8.1,5362.2
15,22.0,0.0,8.0,1.0,0,4,Subang Jaya,NHPC,403,7.8,3143.4
22,23.0,0.0,15.0,1.0,0,12,Muar,Reliance Power,691,8.2,5666.2
17,22.0,0.0,16.0,12.0,0,6,Batu Pahat,TransRail Lighting,518,8.8,4558.400000000001
5,20.0,0.0,8.0,1.0,0,6,Petaling Jaya,L&T Transmission & Distribution,311,9.1,2830.1
10,18.0,3.0,9.0,1.0,0,2,Muar,Sterlite Power Transmission Ltd,369,8.2,3025.8
14,23.0,0.0,19.0,1.0,0,7,Muar,Reliance Energy,585,8.2,4797.0
20,23.0,2.0,12.0,1.0,0,8,Melaka,NHPC,615,8.5,5227.5
20,22.0,3.0,3.0,12.0,0,4,Subang Jaya,Guj Ind Power,496,7.8,3868.8
7,19.0,3.0,5.0,1.0,0,8,Seremban,Reliance Power,470,7.4,3478.0
21,22.0,2.0,3.0,1.0,0,8,Kuala Terengganu,Jaiprakash Power,601,9.2,5529.2
14,23.0,1.0,19.0,1.0,0,5,Johor Bahru,KEC International,608,8.1,4924.8
13,23.0,3.0,6.0,1.0,0,4,Seremban,NHPC,536,7.4,3966.4
16,23.0,1.0,6.0,1.0,0,5,Kota Kinabalu,Unitech Power Transmission Ltd.,505,8.4,4242.0
17,23.0,3.0,12.0,1.0,0,2,Muar,Guj Ind Power,622,8.2,5100.4
10,23.0,2.0,11.0,1.0,0,4,Shah Alam,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,404,7.7,3110.8
10,20.0,2.0,8.0,1.0,0,2,Subang Jaya,JSW Energy Ltd.,427,7.8,3330.6
11,23.0,0.0,20.0,1.0,0,1,Klang,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),450,8.3,3735.000000000001
12,22.0,1.0,19.0,12.0,0,10,Batu Pahat,KEC International,706,8.8,6212.8
17,22.0,3.0,21.0,12.0,0,5,Kuala Lumpur,L&T Transmission & Distribution,888,8.7,7725.599999999999
11,23.0,2.0,9.0,1.0,0,12,Ipoh,Indowind Energy,509,7.6,3868.4
20,22.0,1.0,3.0,1.0,0,11,Batu Pahat,Power Grid Corp,557,8.8,4901.6
19,23.0,0.0,16.0,1.0,0,11,Melaka,Guj Ind Power,572,8.5,4862.0
12,22.0,0.0,9.0,1.0,0,9,Alor Setar,Guj Ind Power,494,7.9,3902.6
7,20.0,3.0,13.0,1.0,0,4,Kuantan,Reliance Energy,508,8.9,4521.2
10,19.0,2.0,10.0,1.0,0,1,Shah Alam,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",542,7.7,4173.400000000001
21,22.0,2.0,15.0,1.0,0,6,Subang Jaya,Ringfeder Power Transmission India Pvt. Ltd.,436,7.8,3400.8
11,23.0,1.0,13.0,12.0,0,5,Shah Alam,Sterlite Power Transmission Ltd,665,7.7,5120.5
6,23.0,1.0,22.0,1.0,0,2,Muar,Indowind Energy,362,8.2,2968.4
20,23.0,1.0,14.0,1.0,0,11,Shah Alam,NLC India,658,7.7,5066.6
22,22.0,2.0,15.0,1.0,0,9,Kuala Terengganu,SJVN Ltd.,690,9.2,6347.999999999999
17,23.0,0.0,11.0,1.0,0,8,Klang,Reliance Energy,521,8.3,4324.3
8,20.0,1.0,7.0,1.0,0,11,Melaka,Tata Power Company Ltd.,474,8.5,4029.0
8,18.0,2.0,21.0,1.0,0,12,Alor Setar,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",553,7.9,4368.7
16,23.0,2.0,5.0,1.0,0,7,Kuantan,Reliance Energy,462,8.9,4111.8
21,23.0,2.0,11.0,1.0,0,7,Klang,KEC International,584,8.3,4847.200000000001
5,19.0,1.0,3.0,1.0,0,11,Shah Alam,Neueon Towers / Sujana Towers Ltd.,387,7.7,2979.9
9,23.0,2.0,5.0,1.0,0,8,Seremban,Optibelt Power Transmission India Private Limited,341,7.4,2523.4
5,18.0,0.0,5.0,1.0,0,4,Subang Jaya,Adani Power Ltd.,375,7.8,2925.0
23,22.0,1.0,16.0,1.0,0,9,Kota Kinabalu,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),610,8.4,5124.0
23,23.0,0.0,11.0,1.0,0,3,Ipoh,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,485,7.6,3686.0
11,23.0,1.0,11.0,1.0,0,9,Kuala Terengganu,Ringfeder Power Transmission India Pvt. Ltd.,452,9.2,4158.4
13,23.0,3.0,7.0,1.0,0,12,Petaling Jaya,Tata Power Company Ltd.,605,9.1,5505.5
21,23.0,1.0,4.0,1.0,0,7,Ipoh,Sunil Hitech Eng,508,7.6,3860.8
13,22.0,1.0,7.0,1.0,0,3,Muar,Tata Power Company Ltd.,432,8.2,3542.4
23,23.0,3.0,8.0,1.0,0,6,Kuantan,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),445,8.9,3960.5
8,17.0,3.0,3.0,1.0,0,5,Batu Pahat,NHPC,376,8.8,3308.8
21,23.0,2.0,17.0,1.0,0,7,Melaka,TransRail Lighting,689,8.5,5856.5
20,23.0,1.0,10.0,12.0,0,9,Ipoh,NLC India,545,7.6,4142.0
7,21.0,0.0,6.0,1.0,0,12,Kuching,Guj Ind Power,276,9.3,2566.8
14,23.0,1.0,14.0,12.0,0,2,Johor Bahru,L&T Transmission & Distribution,512,8.1,4147.2
5,21.0,0.0,3.0,1.0,0,5,Melaka,CESC,411,8.5,3493.5
8,17.0,2.0,5.0,1.0,0,12,Batu Pahat,JSW Energy Ltd.,218,8.8,1918.4
8,21.0,1.0,9.0,1.0,0,12,Subang Jaya,Adani Power Ltd.,446,7.8,3478.8
20,22.0,0.0,18.0,1.0,0,8,Seremban,Optibelt Power Transmission India Private Limited,678,7.4,5017.2
20,23.0,0.0,15.0,12.0,0,11,Kuala Terengganu,Bonfiglioli Transmission Pvt. Ltd.,749,9.2,6890.799999999999
19,23.0,0.0,9.0,1.0,0,9,Kuching,SJVN Ltd.,477,9.3,4436.1
14,22.0,0.0,21.0,12.0,0,8,Kuala Lumpur,Jyoti Structure,510,8.7,4437.0
17,22.0,3.0,7.0,1.0,0,12,Melaka,Indowind Energy,552,8.5,4692.0
12,22.0,3.0,22.0,1.0,0,5,Muar,NHPC,522,8.2,4280.4
15,23.0,2.0,20.0,1.0,0,10,Ipoh,Torrent Power Ltd.,743,7.6,5646.8
10,19.0,1.0,9.0,1.0,0,8,Batu Pahat,Sunil Hitech Eng,493,8.8,4338.400000000001
13,23.0,3.0,4.0,1.0,0,5,Kuching,JSW Energy Ltd.,451,9.3,4194.3
19,22.0,3.0,18.0,1.0,0,11,Melaka,NHPC,582,8.5,4947.0
7,18.0,1.0,9.0,1.0,0,5,Subang Jaya,L&T Transmission & Distribution,381,7.8,2971.8
23,23.0,0.0,10.0,1.0,0,2,Petaling Jaya,Sunil Hitech Eng,395,9.1,3594.5
16,23.0,2.0,13.0,1.0,0,1,Kota Kinabalu,Tata Power Company Ltd.,508,8.4,4267.2
22,22.0,2.0,8.0,12.0,0,1,Alor Setar,Sunil Hitech Eng,556,7.9,4392.400000000001
21,22.0,1.0,8.0,1.0,0,1,Ipoh,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,608,7.6,4620.8
14,22.0,3.0,11.0,1.0,0,10,Subang Jaya,Power Grid Corp,598,7.8,4664.4
6,22.0,1.0,15.0,7.0,0,5,Kuantan,Power Grid Corp,389,8.9,3462.1000000000004
5,22.0,2.0,4.0,1.0,0,11,Kota Kinabalu,L&T Transmission & Distribution,253,8.4,2125.2000000000003
15,22.0,1.0,12.0,1.0,0,1,Alor Setar,Sunil Hitech Eng,429,7.9,3389.1000000000004
7,22.0,3.0,20.0,1.0,0,8,Shah Alam,TransRail Lighting,683,7.7,5259.1
16,23.0,2.0,16.0,1.0,0,4,Kuala Terengganu,Optibelt Power Transmission India Private Limited,470,9.2,4324.0
8,20.0,1.0,7.0,1.0,0,2,Petaling Jaya,Torrent Power Ltd.,472,9.1,4295.2
5,17.0,2.0,4.0,1.0,0,5,Ipoh,CESC,376,7.6,2857.6
21,23.0,3.0,14.0,1.0,0,10,Klang,Sterlite Power Transmission Ltd,558,8.3,4631.400000000001
11,23.0,1.0,21.0,1.0,0,6,Melaka,L&T Transmission & Distribution,432,8.5,3672.0
8,18.0,0.0,17.0,1.0,0,2,Batu Pahat,NLC India,294,8.8,2587.2000000000003
7,17.0,3.0,6.0,1.0,0,6,Ipoh,Jaiprakash Power,254,7.6,1930.4
9,18.0,2.0,12.0,1.0,0,2,Alor Setar,Neueon Towers / Sujana Towers Ltd.,460,7.9,3634.0
10,22.0,3.0,10.0,1.0,0,6,Kuala Lumpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,597,8.7,5193.9
7,19.0,3.0,8.0,7.0,0,7,Seremban,Torrent Power Ltd.,548,7.4,4055.2
6,22.0,1.0,7.0,1.0,0,7,Kota Kinabalu,SJVN Ltd.,411,8.4,3452.4
12,22.0,2.0,6.0,1.0,0,7,Melaka,GE T&D India Limited,523,8.5,4445.5
5,21.0,3.0,17.0,1.0,0,10,Batu Pahat,Jaiprakash Power,438,8.8,3854.4
8,18.0,3.0,8.0,1.0,0,9,Ipoh,NHPC,331,7.6,2515.6
17,22.0,3.0,4.0,1.0,0,7,Petaling Jaya,Optibelt Power Transmission India Private Limited,372,9.1,3385.2
23,22.0,2.0,4.0,1.0,0,8,Melaka,SJVN Ltd.,478,8.5,4063.0
13,22.0,3.0,12.0,1.0,0,8,Kuantan,Adani Power Ltd.,607,8.9,5402.3
9,19.0,0.0,19.0,1.0,0,12,Batu Pahat,Power Grid Corp,323,8.8,2842.4
5,19.0,2.0,4.0,1.0,0,7,Ipoh,Adani Power Ltd.,236,7.6,1793.6
11,23.0,0.0,3.0,1.0,0,11,Muar,TransRail Lighting,284,8.2,2328.8
12,22.0,0.0,13.0,1.0,0,1,Subang Jaya,GE T&D India Limited,484,7.8,3775.2
11,22.0,0.0,22.0,1.0,0,8,Subang Jaya,Optibelt Power Transmission India Private Limited,641,7.8,4999.8
7,19.0,2.0,13.0,1.0,0,6,Klang,NHPC,424,8.3,3519.2000000000003
16,22.0,2.0,8.0,1.0,0,8,Shah Alam,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,361,7.7,2779.7000000000003
7,23.0,2.0,14.0,1.0,0,11,Kuching,Sterlite Power Transmission Ltd,546,9.3,5077.8
10,20.0,3.0,17.0,1.0,0,11,Kuantan,Orient Green,524,8.9,4663.6
11,23.0,0.0,21.0,1.0,0,5,Muar,Bonfiglioli Transmission Pvt. Ltd.,629,8.2,5157.799999999999
23,22.0,0.0,19.0,1.0,0,3,Seremban,Jaiprakash Power,664,7.4,4913.6
9,21.0,3.0,5.0,1.0,0,4,Kuala Terengganu,Neueon Towers / Sujana Towers Ltd.,384,9.2,3532.8
15,23.0,3.0,15.0,12.0,0,9,Shah Alam,Torrent Power Ltd.,587,7.7,4519.900000000001
13,22.0,0.0,9.0,1.0,0,8,Ipoh,Neueon Towers / Sujana Towers Ltd.,363,7.6,2758.8
23,22.0,2.0,8.0,1.0,0,2,Klang,Unitech Power Transmission Ltd.,396,8.3,3286.8
11,23.0,2.0,18.0,1.0,0,9,Melaka,Ringfeder Power Transmission India Pvt. Ltd.,421,8.5,3578.5
9,18.0,2.0,14.0,7.0,0,6,Kuching,Adani Power Ltd.,477,9.3,4436.1
12,22.0,3.0,12.0,1.0,0,7,Kuantan,Unitech Power Transmission Ltd.,432,8.9,3844.8
15,23.0,0.0,12.0,1.0,0,12,Batu Pahat,Reliance Power,529,8.8,4655.200000000001
18,22.0,3.0,15.0,1.0,0,11,Melaka,Reliance Power,600,8.5,5100.0
12,22.0,3.0,13.0,1.0,0,1,Petaling Jaya,Guj Ind Power,494,9.1,4495.4
23,22.0,1.0,18.0,1.0,0,2,Klang,Unitech Power Transmission Ltd.,454,8.3,3768.2
10,20.0,1.0,12.0,1.0,0,4,Muar,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",492,8.2,4034.4
14,22.0,3.0,6.0,1.0,0,8,Kuantan,Jaiprakash Power,456,8.9,4058.4
23,23.0,3.0,22.0,1.0,0,11,Seremban,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,655,7.4,4847.0
6,22.0,0.0,5.0,1.0,0,3,Kuala Terengganu,Reliance Power,228,9.2,2097.6
23,22.0,1.0,8.0,1.0,0,12,Kuching,TransRail Lighting,474,9.3,4408.200000000001
18,23.0,2.0,13.0,1.0,0,1,Kuala Lumpur,Optibelt Power Transmission India Private Limited,661,8.7,5750.7
23,23.0,3.0,11.0,1.0,0,8,Shah Alam,Reliance Power,611,7.7,4704.7
10,23.0,2.0,22.0,1.0,0,8,Alor Setar,JSW Energy Ltd.,631,7.9,4984.900000000001
5,20.0,1.0,18.0,1.0,0,3,Seremban,Unitech Power Transmission Ltd.,532,7.4,3936.8
16,23.0,0.0,13.0,1.0,0,1,Ipoh,JSW Energy Ltd.,523,7.6,3974.8
22,23.0,0.0,22.0,1.0,0,12,Kuala Lumpur,Jyoti Structure,741,8.7,6446.7
17,22.0,3.0,6.0,1.0,0,8,Johor Bahru,CESC,553,8.1,4479.3
13,23.0,3.0,20.0,1.0,0,8,Shah Alam,Orient Green,638,7.7,4912.6
8,17.0,2.0,16.0,1.0,0,1,Subang Jaya,Power Grid Corp,520,7.8,4056.0
21,22.0,0.0,22.0,1.0,0,11,Alor Setar,Bonfiglioli Transmission Pvt. Ltd.,539,7.9,4258.1
7,21.0,3.0,15.0,1.0,0,12,Kuantan,Reliance Energy,558,8.9,4966.2
6,21.0,1.0,22.0,7.0,0,10,Muar,Orient Green,598,8.2,4903.599999999999
17,22.0,2.0,14.0,1.0,0,12,Muar,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",685,8.2,5616.999999999999
19,22.0,0.0,13.0,12.0,0,6,Seremban,Reliance Power,456,7.4,3374.4
8,22.0,0.0,17.0,1.0,0,9,Johor Bahru,SJVN Ltd.,589,8.1,4770.9
13,22.0,0.0,9.0,1.0,0,5,Kuala Terengganu,Indowind Energy,469,9.2,4314.799999999999
8,22.0,1.0,11.0,1.0,0,6,Kota Kinabalu,L&T Transmission & Distribution,509,8.4,4275.6
21,23.0,3.0,22.0,1.0,0,11,Shah Alam,NLC India,590,7.7,4543.0
22,22.0,2.0,21.0,1.0,0,6,Kuching,TransRail Lighting,646,9.3,6007.8
17,22.0,3.0,11.0,1.0,0,5,Kota Kinabalu,Power Grid Corp,535,8.4,4494.0
17,23.0,2.0,13.0,1.0,0,6,Johor Bahru,Sunil Hitech Eng,500,8.1,4050.0
6,18.0,1.0,22.0,1.0,0,1,Kuala Lumpur,Reliance Energy,419,8.7,3645.3
7,20.0,1.0,10.0,1.0,0,9,Johor Bahru,Indowind Energy,490,8.1,3969.0
13,22.0,2.0,15.0,1.0,0,9,Kuala Terengganu,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,627,9.2,5768.4
16,22.0,2.0,16.0,1.0,0,5,Shah Alam,Bonfiglioli Transmission Pvt. Ltd.,465,7.7,3580.5
19,22.0,3.0,6.0,12.0,0,10,Seremban,Bonfiglioli Transmission Pvt. Ltd.,501,7.4,3707.4
6,21.0,2.0,3.0,1.0,0,11,Alor Setar,CESC,487,7.9,3847.3
23,22.0,3.0,11.0,1.0,0,1,Kota Kinabalu,Torrent Power Ltd.,503,8.4,4225.2
10,20.0,3.0,11.0,1.0,0,4,Seremban,NTPC Pvt. Ltd.,478,7.4,3537.2000000000003
18,22.0,0.0,6.0,1.0,0,7,Seremban,Kalpataru Power,328,7.4,2427.2000000000003
20,23.0,2.0,22.0,1.0,0,11,Ipoh,Torrent Power Ltd.,528,7.6,4012.8
19,23.0,2.0,21.0,1.0,0,12,Klang,Kalpataru Power,660,8.3,5478.000000000001
12,23.0,0.0,15.0,1.0,0,3,Batu Pahat,NHPC,475,8.8,4180.0
14,22.0,0.0,11.0,1.0,0,8,Kota Kinabalu,Power Grid Corp,490,8.4,4116.0
15,22.0,0.0,18.0,1.0,0,10,Kota Kinabalu,Power Grid Corp,400,8.4,3360.0
17,23.0,1.0,21.0,12.0,0,3,Klang,Jaiprakash Power,722,8.3,5992.6
11,23.0,0.0,22.0,1.0,0,4,Muar,Bonfiglioli Transmission Pvt. Ltd.,440,8.2,3608.0
10,22.0,2.0,16.0,1.0,0,3,Kuching,Indowind Energy,613,9.3,5700.900000000001
17,23.0,0.0,17.0,1.0,0,5,Subang Jaya,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",493,7.8,3845.4
19,22.0,2.0,9.0,1.0,0,3,Melaka,Unitech Power Transmission Ltd.,666,8.5,5661.0
13,23.0,2.0,12.0,1.0,0,8,Klang,KEC International,525,8.3,4357.5
10,21.0,0.0,5.0,1.0,0,5,Seremban,Indowind Energy,280,7.4,2072.0
15,22.0,2.0,6.0,1.0,0,8,Kuching,Orient Green,543,9.3,5049.900000000001
22,22.0,0.0,21.0,1.0,0,12,Alor Setar,Bonfiglioli Transmission Pvt. Ltd.,704,7.9,5561.6
11,23.0,2.0,3.0,1.0,0,10,Subang Jaya,Tata Power Company Ltd.,513,7.8,4001.4
5,20.0,2.0,19.0,7.0,0,12,Alor Setar,TransRail Lighting,658,7.9,5198.2
13,22.0,3.0,10.0,1.0,0,8,Kuantan,Indowind Energy,552,8.9,4912.8
6,21.0,2.0,3.0,7.0,0,5,Alor Setar,Adani Power Ltd.,398,7.9,3144.2000000000003
22,22.0,1.0,16.0,1.0,0,6,Batu Pahat,CESC,532,8.8,4681.6
18,22.0,2.0,6.0,12.0,0,4,Kuantan,Sterlite Power Transmission Ltd,557,8.9,4957.3
9,19.0,3.0,17.0,1.0,0,3,Ipoh,Jyoti Structure,476,7.6,3617.6
8,20.0,3.0,16.0,1.0,0,12,Johor Bahru,Torrent Power Ltd.,634,8.1,5135.4
22,23.0,3.0,19.0,1.0,0,5,Alor Setar,Orient Green,733,7.9,5790.7
18,22.0,1.0,21.0,1.0,0,3,Klang,Bonfiglioli Transmission Pvt. Ltd.,552,8.3,4581.6
22,22.0,1.0,10.0,12.0,0,5,Muar,SJVN Ltd.,697,8.2,5715.4
5,18.0,2.0,12.0,1.0,0,4,Ipoh,Reliance Energy,384,7.6,2918.4
16,23.0,2.0,15.0,1.0,0,12,Kota Kinabalu,SJVN Ltd.,684,8.4,5745.6
13,23.0,0.0,16.0,1.0,0,12,Batu Pahat,Neueon Towers / Sujana Towers Ltd.,567,8.8,4989.6
20,23.0,3.0,4.0,12.0,0,9,Alor Setar,KEC International,585,7.9,4621.5
6,17.0,2.0,13.0,7.0,0,4,Ipoh,Kalpataru Power,539,7.6,4096.4
12,22.0,0.0,16.0,1.0,0,7,Kuching,KEC International,563,9.3,5235.900000000001
23,22.0,1.0,12.0,1.0,0,12,Ipoh,SJVN Ltd.,582,7.6,4423.2
14,23.0,1.0,17.0,12.0,0,8,Melaka,Tata Power Company Ltd.,553,8.5,4700.5
20,22.0,2.0,4.0,1.0,0,8,Johor Bahru,Indowind Energy,508,8.1,4114.8
5,20.0,3.0,11.0,1.0,0,10,Johor Bahru,Bonfiglioli Transmission Pvt. Ltd.,547,8.1,4430.7
9,19.0,2.0,21.0,1.0,0,4,Petaling Jaya,Orient Green,452,9.1,4113.2
6,23.0,2.0,18.0,1.0,0,11,Muar,Jyoti Structure,534,8.2,4378.799999999999
19,22.0,0.0,22.0,1.0,0,9,Klang,Kalpataru Power,480,8.3,3984.000000000001
7,23.0,0.0,16.0,1.0,0,1,Petaling Jaya,NTPC Pvt. Ltd.,590,9.1,5369.0
18,23.0,1.0,10.0,1.0,0,10,Petaling Jaya,Orient Green,495,9.1,4504.5
9,23.0,0.0,11.0,1.0,0,5,Alor Setar,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",557,7.9,4400.3
15,22.0,2.0,12.0,1.0,0,6,Kuala Lumpur,Sunil Hitech Eng,483,8.7,4202.099999999999
23,22.0,3.0,14.0,1.0,0,4,Kuching,Reliance Energy,697,9.3,6482.1
10,22.0,3.0,9.0,1.0,0,12,Kuantan,Kalpataru Power,486,8.9,4325.400000000001
10,17.0,0.0,18.0,7.0,0,11,Kota Kinabalu,Jaiprakash Power,561,8.4,4712.400000000001
23,22.0,3.0,9.0,1.0,0,12,Melaka,CESC,672,8.5,5712.0
10,23.0,2.0,9.0,1.0,0,4,Alor Setar,L&T Transmission & Distribution,501,7.9,3957.9
6,20.0,3.0,20.0,1.0,0,8,Johor Bahru,Indowind Energy,521,8.1,4220.099999999999
10,18.0,0.0,5.0,1.0,0,11,Alor Setar,Bonfiglioli Transmission Pvt. Ltd.,227,7.9,1793.3000000000002
9,21.0,1.0,9.0,1.0,0,6,Kuching,KEC International,474,9.3,4408.200000000001
9,17.0,1.0,15.0,1.0,0,6,Melaka,Ringfeder Power Transmission India Pvt. Ltd.,319,8.5,2711.5
17,23.0,0.0,8.0,1.0,0,3,Ipoh,Unitech Power Transmission Ltd.,531,7.6,4035.6
13,23.0,2.0,17.0,1.0,0,4,Muar,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",532,8.2,4362.4
8,20.0,3.0,22.0,1.0,0,1,Ipoh,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,715,7.6,5434.0
17,23.0,1.0,14.0,1.0,0,1,Muar,Tata Power Company Ltd.,567,8.2,4649.4
21,23.0,0.0,20.0,1.0,0,2,Batu Pahat,Adani Power Ltd.,487,8.8,4285.6
7,18.0,2.0,21.0,1.0,0,11,Kuantan,Adani Power Ltd.,350,8.9,3115.0
17,22.0,2.0,7.0,1.0,0,2,Johor Bahru,NHPC,439,8.1,3555.9
23,22.0,3.0,14.0,1.0,0,11,Batu Pahat,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,567,8.8,4989.6
12,23.0,2.0,19.0,12.0,0,4,Kota Kinabalu,GE T&D India Limited,549,8.4,4611.6
17,22.0,2.0,7.0,1.0,0,7,Kuala Lumpur,Bonfiglioli Transmission Pvt. Ltd.,525,8.7,4567.5
9,20.0,1.0,18.0,1.0,0,3,Seremban,SJVN Ltd.,452,7.4,3344.8
20,23.0,0.0,6.0,1.0,0,9,Kuantan,GE T&D India Limited,564,8.9,5019.6
18,23.0,2.0,12.0,12.0,0,3,Ipoh,TransRail Lighting,532,7.6,4043.2
9,18.0,3.0,13.0,1.0,0,3,Kuantan,Sunil Hitech Eng,341,8.9,3034.9
5,20.0,3.0,7.0,1.0,0,3,Kuantan,Ringfeder Power Transmission India Pvt. Ltd.,294,8.9,2616.6
9,17.0,0.0,16.0,1.0,0,6,Shah Alam,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),398,7.7,3064.6
10,22.0,1.0,14.0,7.0,0,4,Kuantan,Ringfeder Power Transmission India Pvt. Ltd.,589,8.9,5242.1
16,22.0,2.0,7.0,1.0,0,9,Kota Kinabalu,Sterlite Power Transmission Ltd,482,8.4,4048.8
14,23.0,0.0,17.0,1.0,0,5,Kuching,Jaiprakash Power,580,9.3,5394.0
